1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.376696825027466
1.0,-2.3835434913635254
1.0,-2.3711557388305664
1.0,-2.3669795989990234
1.0,-2.3592607975006104
1.0,-2.3659934997558594
1.0,-2.3498449325561523
0.0,-2.35030198097229
0.0,-2.337470293045044
0.0,-2.351905107498169
0.0,-2.3540399074554443
0.0,-2.3539845943450928
0.0,-2.3732526302337646
0.0,-2.4008920192718506
0.0,-2.385305166244507
0.0,-2.37264347076416
0.0,-2.3581900596618652
0.0,-2.372223138809204
0.0,-2.385498285293579
0.0,-2.4081871509552
0.0,-2.3929102420806885
0.0,-2.305576801300049
0.0,-2.32008695602417
0.0,-2.2847352027893066
0.0,-2.4060375690460205
0.0,-2.3971331119537354
0.0,-2.4193508625030518
0.0,-2.3808090686798096
0.0,-2.3331658840179443
0.0,-2.341468095779419
0.0,-2.3238282203674316
0.0,-2.284716844558716
0.0,-2.2675681114196777
0.0,-2.293271064758301
0.0,-2.391239643096924
1.0,-2.2921106815338135
1.0,-2.5811471939086914
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
1.0,-2.2675681114196777
